sentence_position,sentence_count,paragraph_position,paragraph_length
12,13,1,2
13,13,1,1
2,5,2,5
3,5,3,5
6,19,2,6
11,19,1,5
18,19,3,4
4,21,4,4
20,21,10,11
21,21,11,11
2,4,2,4
12,12,1,2
2,19,2,2
10,19,2,4
1,3,1,3
7,23,1,13
13,23,7,13
14,23,8,13
4,20,1,2
5,20,2,2
11,20,6,7
15,20,1,1
20,20,2,2
3,41,3,3
4,41,1,1
6,41,1,1
11,41,2,4
19,41,2,2
37,41,3,4
39,41,1,1
4,15,4,5
15,15,3,3
2,2,1,1
6,10,6,10
9,10,9,10
2,12,2,12
7,12,7,12
12,12,12,12
7,21,2,2
12,21,1,4
20,21,1,1
2,8,2,2
8,8,1,1
9,13,2,7
13,13,6,7
1,12,1,1
3,12,2,7
6,12,5,7
11,12,3,3
12,12,1,1
3,3,3,3
6,13,1,6
12,13,1,2
1,2,1,1
8,9,2,3
3,17,3,3
14,17,5,5
11,18,1,2
16,18,4,5
17,18,5,5
6,6,1,1
9,15,6,6
13,15,4,6
15,15,6,6
3,14,1,3
2,6,2,2
2,2,1,1
7,28,1,12
12,28,6,12
15,28,9,12
21,28,3,4
23,28,1,3
26,28,1,3
28,28,3,3
3,8,1,5
4,8,2,5
2,14,2,14
4,40,4,4
39,40,2,2
11,12,2,3
12,12,3,3
2,28,2,12
25,28,1,4
5,7,2,2
5,7,2,2
6,8,2,4
2,5,2,4
4,5,4,4
5,5,1,1
2,5,2,4
4,5,4,4
5,5,1,1
3,10,3,9
4,10,4,9
6,66,3,3
11,66,5,5
4,25,4,5
8,25,3,11
10,25,5,11
14,25,9,11
22,25,6,9
23,25,7,9
1,16,1,1
1,43,1,1
10,43,4,7
17,43,4,7
19,43,6,7
25,43,5,5
6,22,1,1
6,22,1,1
7,46,7,17
20,46,3,3
1,7,1,4
5,7,1,3
6,11,1,6
1,7,1,2
1,2,1,1
8,10,8,8
4,11,4,11
5,11,5,11
10,11,10,11
8,17,3,8
12,17,3,4
1,7,1,4
7,7,1,1
12,17,3,4
1,7,1,4
7,7,1,1
6,6,2,2
1,9,1,3
6,9,3,4
5,11,2,3
7,11,1,1
8,11,1,2
6,10,3,6
9,10,6,6
5,10,1,4
6,9,4,4
8,9,2,2
4,4,1,1
5,12,1,3
6,12,2,3
9,12,2,3
11,12,1,2
12,12,2,2
2,11,2,6
3,11,3,6
4,11,4,6
2,11,2,6
3,11,3,6
4,11,4,6
4,4,4,4
5,5,5,5
3,7,3,3
3,5,3,3
3,5,3,3
4,18,1,5
3,3,1,1
3,3,1,1
2,11,2,3
2,14,2,2
5,14,3,3
7,33,6,6
1,14,1,4
4,14,4,4
12,14,1,3
10,20,1,1
13,20,3,3
20,20,4,4
9,9,4,5
9,9,4,5
3,43,3,3
15,43,3,8
19,43,7,8
20,43,8,8
21,43,1,3
23,43,3,3
31,43,6,6
32,43,1,2
34,43,1,3
35,43,2,3
36,43,3,3
37,43,1,3
43,43,1,1
8,20,2,3
1,8,1,6
5,8,5,6
6,8,6,6
8,8,2,2
20,26,3,5
1,11,1,1
5,11,4,5
1,3,1,3
4,5,4,4
6,6,6,6
14,19,1,4
12,27,2,3
18,27,5,10
1,25,1,5
2,25,2,5
13,25,8,11
4,6,4,6
5,6,5,6
6,6,6,6
7,28,7,8
8,28,8,8
9,28,1,2
21,28,2,2
22,28,1,1
6,12,2,3
4,5,4,5
5,5,5,5
5,6,2,2
1,3,1,1
3,12,1,1
1,7,1,7
7,7,7,7
5,6,5,5
4,28,3,14
10,28,9,14
17,28,2,4
27,28,3,4
6,23,2,4
6,23,2,4
6,7,1,2
1,11,1,11
5,11,5,11
9,11,9,11
4,10,1,3
5,8,2,3
2,5,1,3
6,6,6,6
5,14,1,4
9,14,1,1
3,5,2,4
5,11,5,11
9,11,9,11
5,5,1,1
1,10,1,1
18,22,1,2
22,22,2,3
5,9,5,5
1,7,1,5
13,17,5,6
1,2,1,1
2,2,1,1
1,3,1,1
16,32,1,3
22,32,4,5
12,29,5,6
26,29,3,4
8,20,4,5
4,12,4,10
7,11,2,6
3,6,3,3
1,12,1,4
3,12,3,4
5,9,3,3
8,9,1,1
13,14,2,3
13,33,2,8
28,33,1,2
32,33,1,1
33,33,1,1
3,4,3,4
2,6,1,1
5,6,2,3
3,34,3,3
16,34,4,6
29,34,4,6
3,10,2,2
7,7,5,5
24,26,6,6
5,21,3,5
7,21,5,5
17,21,10,14
4,7,4,7
5,7,5,7
7,7,7,7
3,10,2,2
5,10,2,2
10,10,3,3
2,14,2,2
7,14,2,3
12,14,1,1
14,14,2,2
1,7,1,5
2,5,2,3
4,4,1,1
1,15,1,6
9,15,3,5
2,7,1,1
6,7,2,2
1,6,1,4
5,6,1,2
6,6,2,2
5,6,1,2
6,6,1,1
10,13,1,2
4,9,4,4
2,27,2,4
8,27,4,4
22,27,7,7
27,27,2,2
3,31,3,4
31,31,1,1
3,4,3,4
10,14,1,1
14,14,4,4
1,2,1,2
1,2,1,2
4,5,4,5
4,9,3,4
6,9,1,3
8,9,3,3
11,12,2,3
11,12,2,3
10,33,2,3
20,33,3,4
6,7,1,1
1,15,1,7
10,15,3,5
2,3,2,3
3,3,3,3
8,17,5,5
12,17,4,6
13,17,5,6
12,22,6,11
13,22,7,11
22,22,5,5
2,5,1,3
2,7,2,3
1,5,1,1
2,7,2,2
4,7,2,4
5,7,3,4
7,7,1,1
1,13,1,6
2,13,2,6
4,13,4,6
7,13,1,1
1,7,1,5
2,7,2,5
3,8,3,6
8,8,2,2
1,9,1,9
7,18,1,2
12,18,1,2
13,18,2,2
1,5,1,1
4,5,1,2
6,6,1,1
1,12,1,1
4,14,1,1
11,14,3,3
10,19,2,11
1,3,1,3
2,3,2,3
5,5,2,2
3,6,3,6
1,5,1,1
2,5,1,4
3,5,2,4
3,11,3,4
9,11,3,3
10,11,1,2
2,3,1,2
3,3,2,2
2,15,2,2
4,6,1,3
1,1,1,1
1,20,1,1
8,20,1,1
1,16,1,1
11,16,2,7
7,7,2,2
3,4,3,4
2,5,2,2
19,19,7,7
14,15,1,5
15,15,2,5
2,5,1,2
3,5,2,2
5,5,1,1
7,19,1,5
14,19,3,4
12,16,12,16
16,16,16,16
12,16,12,16
16,16,16,16
8,8,2,2
8,18,5,9
19,20,3,4
20,20,4,4
4,9,1,6
5,24,3,3
10,24,2,2
14,24,2,2
15,24,1,2
18,24,2,2
3,7,1,1
7,7,2,2
2,12,2,2
10,12,3,3
12,12,3,3
1,6,1,6
6,6,6,6
7,20,1,5
20,20,9,9
7,8,7,8
8,8,8,8
2,9,2,2
1,2,1,1
4,11,4,7
6,11,6,7
7,11,7,7
3,15,1,1
7,15,4,6
4,30,3,10
13,30,2,2
14,30,1,7
15,30,2,7
2,4,2,4
3,4,3,4
2,13,1,1
5,13,3,4
6,13,4,4
13,17,2,6
16,17,5,6
6,26,4,10
4,11,4,11
4,7,2,5
4,13,2,6
8,13,6,6
13,13,1,1
9,10,9,10
5,7,1,2
4,6,3,4
2,28,2,3
6,28,2,4
17,28,4,5
27,28,4,5
4,4,4,4
1,9,1,2
4,11,4,4
9,11,1,3
9,17,5,13
4,13,4,4
6,13,2,4
13,13,2,2
4,13,4,4
6,13,2,4
13,13,2,2
3,13,3,3
13,13,4,4
1,4,1,1
2,4,1,2
3,4,2,2
2,5,2,5
3,5,3,5
4,5,4,5
4,9,1,1
9,9,5,5
12,21,2,3
2,4,2,4
5,5,3,3
4,25,2,6
5,25,3,6
9,25,1,5
10,25,2,5
13,25,5,5
16,25,3,5
20,25,2,2
21,25,1,3
22,25,2,3
25,25,2,2
6,11,4,4
1,3,1,3
1,11,1,1
11,11,1,1
6,10,6,6
3,11,1,1
1,2,1,2
7,8,1,4
6,7,5,5
3,3,3,3
7,7,4,4
11,17,4,5
4,6,1,1
8,15,3,3
13,15,4,4
2,15,2,4
13,15,2,5
14,15,3,5
9,9,3,3
15,18,5,5
10,12,4,5
1,3,1,1
1,3,1,1
3,3,1,1
5,5,2,2
4,7,2,3
1,3,1,3
17,21,1,1
16,22,3,3
2,24,2,2
6,9,1,1
8,8,1,1
15,24,1,1
18,24,2,2
19,24,1,1
1,15,1,7
7,15,7,7
14,15,7,8
3,9,1,2
3,11,2,4
4,11,3,4
6,8,1,3
14,14,1,1
7,18,1,4
12,18,2,3
16,18,3,3
7,18,1,4
12,18,2,3
16,18,3,3
7,18,1,4
12,18,2,3
16,18,3,3
3,20,3,4
6,20,2,13
7,20,3,13
20,20,3,4
18,26,5,5
22,26,4,4
3,7,1,2
5,9,5,8
5,9,5,8
2,19,2,2
9,19,3,6
11,19,5,6
14,19,2,2
19,19,2,2
4,11,4,4
5,11,1,2
6,6,1,1
5,7,4,5
6,7,5,5
9,12,4,7
2,5,1,4
4,5,3,4
12,12,9,9
3,15,3,6
8,15,2,9
12,20,3,5
6,10,4,6
10,10,2,2
5,14,3,4
6,14,4,4
11,40,2,2
14,40,3,4
4,7,2,5
5,17,2,4
2,10,2,2
1,10,1,2
10,10,4,4
1,7,1,1
5,9,5,9
6,9,6,9
2,4,2,4
4,4,4,4
24,34,7,8
2,12,2,3
6,17,1,7
11,17,6,7
10,22,4,11
9,13,1,5
10,10,3,3
3,16,3,4
1,3,1,2
2,3,2,2
2,15,2,15
12,12,2,3
1,8,1,1
6,8,3,3
1,4,1,3
4,4,1,1
4,9,1,2
8,9,3,3
1,42,1,1
7,42,1,2
15,42,2,11
17,42,4,11
22,42,9,11
4,17,2,3
1,42,1,1
7,42,1,2
15,42,2,11
17,42,4,11
22,42,9,11
4,17,2,3
5,18,2,4
3,5,3,4
9,12,2,4
12,12,1,1
14,16,4,5
5,5,1,1
4,54,4,4
17,54,13,16
23,54,3,5
28,54,3,4
41,54,5,6
50,54,4,5
2,2,2,2
15,38,2,2
32,38,2,3
37,38,3,3
15,38,2,2
32,38,2,3
37,38,3,3
4,4,4,4
6,6,1,1
1,1,1,1
2,4,2,2
4,4,2,2
1,3,1,3
2,7,1,3
5,7,1,3
6,7,3,4
4,5,1,2
1,4,1,4
2,4,2,4
10,11,2,3
1,7,1,1
5,7,4,4
7,7,2,2
8,11,8,10
8,11,8,10
8,13,2,4
13,13,2,2
8,13,2,4
13,13,2,2
3,21,3,5
5,21,5,5
21,21,3,3
18,26,3,3
6,6,2,2
1,9,1,2
6,9,4,6
9,9,1,1
10,16,10,10
14,16,4,6
9,13,2,2
4,10,1,1
11,16,1,7
1,11,1,1
8,11,2,3
8,15,6,7
14,15,2,3
17,19,2,4
9,9,2,2
1,9,1,2
4,10,1,3
7,10,1,3
2,4,2,2
1,15,1,1
6,8,1,2
2,12,1,3
3,12,2,3
6,12,2,4
4,9,2,3
8,9,3,3
9,9,1,1
7,7,2,2
4,13,1,1
11,13,1,2
13,13,1,1
4,7,1,1
2,3,2,2
3,3,1,1
6,11,1,2
4,5,1,2
2,9,2,5
4,9,4,5
17,40,1,4
2,28,1,1
17,40,1,4
2,28,1,1
2,21,2,5
20,21,2,3
2,21,2,5
20,21,2,3
1,6,1,1
3,6,2,5
1,54,1,1
13,54,2,5
16,54,5,5
33,54,1,6
41,54,3,3
19,21,5,7
20,21,6,7
2,5,2,5
3,5,3,5
5,5,5,5
3,7,3,7
5,7,5,7
3,12,1,2
7,12,1,3
1,17,1,5
9,17,1,6
16,17,2,3
1,17,1,5
9,17,1,6
16,17,2,3
1,7,1,1
9,11,5,7
5,12,2,4
1,9,1,4
3,8,1,5
1,1,1,1
2,4,2,4
3,4,3,4
10,22,5,6
19,26,7,7
2,22,1,2
10,22,3,6
3,4,3,4
8,23,5,9
12,23,9,9
13,23,1,2
19,23,5,10
23,23,9,10
4,6,1,2
4,14,3,6
9,14,2,6
13,14,6,6
6,16,5,7
14,16,6,8
2,3,2,3
13,23,4,10
4,9,2,2
2,5,2,5
5,17,5,7
6,17,6,7
16,32,9,10
7,18,1,4
17,17,4,4
8,8,2,2
2,41,2,2
5,41,3,7
9,41,7,7
10,41,1,12
32,41,3,10
33,41,4,10
2,41,2,2
5,41,3,7
9,41,7,7
10,41,1,12
32,41,3,10
33,41,4,10
6,19,3,3
7,19,1,2
15,19,1,2
12,15,2,2
18,19,7,8
2,24,1,1
3,24,1,1
18,24,7,7
21,24,3,3
7,8,1,1
2,4,2,2
4,18,1,4
14,18,1,2
18,18,1,2
18,18,2,2
5,20,1,1
6,18,1,5
6,7,1,2
5,19,5,5
9,32,2,5
32,32,2,3
3,13,3,3
7,10,3,3
12,14,2,4
14,14,4,4
14,14,1,1
2,10,2,4
5,10,1,2
5,5,1,1
4,8,1,5
6,8,3,5
10,13,4,4
13,13,3,3
1,5,1,1
1,7,1,4
7,7,3,4
4,4,4,4
9,10,1,2
10,10,2,2
2,21,1,3
3,21,2,3
6,21,1,7
3,10,2,3
4,5,3,5
2,8,2,2
4,5,3,5
2,8,2,2
3,59,3,4
4,59,4,4
5,59,1,10
14,59,10,10
20,59,3,8
32,59,7,11
40,59,4,11
42,59,6,11
45,59,9,11
54,59,7,10
17,48,2,5
43,48,16,17
7,12,3,4
8,12,4,4
6,8,2,4
5,21,1,4
17,21,3,3
19,21,1,1
20,21,1,2
2,6,2,2
4,6,4,6
4,19,4,5
4,10,4,4
18,19,2,2
8,13,2,4
3,3,2,2
18,19,2,2
8,13,2,4
3,3,2,2
7,13,2,3
13,13,2,2
1,7,1,4
1,9,1,2
2,9,2,2
1,5,1,2
4,5,2,2
2,7,2,7
3,4,3,4
2,9,2,2
9,9,3,3
14,16,2,4
14,16,2,4
12,27,4,4
13,27,1,2
27,27,6,6
8,16,1,3
10,16,3,3
1,8,1,3
22,25,2,5
1,22,1,2
5,22,2,3
9,22,1,5
13,22,5,5
14,22,1,5
15,22,2,5
19,22,1,4
5,18,1,1
8,18,3,4
10,18,1,2
11,18,2,2
16,18,3,3
18,18,3,3
1,15,1,1
2,15,1,2
6,15,2,5
8,15,4,5
12,15,2,2
14,15,2,3
1,22,1,2
5,22,2,3
9,22,1,5
13,22,5,5
14,22,1,5
15,22,2,5
19,22,1,4
5,18,1,1
8,18,3,4
10,18,1,2
11,18,2,2
16,18,3,3
18,18,3,3
1,15,1,1
2,15,1,2
6,15,2,5
8,15,4,5
12,15,2,2
14,15,2,3
3,15,3,4
2,7,2,7
4,7,4,7
1,1,1,1
2,7,2,7
4,7,4,7
20,45,3,6
41,45,1,5
45,45,5,5
1,9,1,3
1,18,1,1
18,18,2,2
18,18,2,2
1,25,1,1
4,25,3,3
6,25,2,2
8,25,2,3
17,25,4,4
3,14,2,3
4,14,3,3
8,14,4,6
9,14,5,6
6,14,4,7
13,14,4,5
8,14,1,4
9,14,2,4
4,5,4,5
13,14,1,2
5,6,2,2
5,6,2,2
8,11,3,4
10,11,1,2
1,6,1,4
5,6,1,2
2,8,2,3
3,8,3,3
5,8,2,2
4,19,4,11
6,14,6,6
5,8,2,2
1,2,1,1
1,2,1,1
1,4,1,2
3,4,1,2
8,9,2,3
2,9,2,6
9,9,1,1
6,16,4,4
9,16,3,5
4,9,1,3
5,9,2,3
2,4,2,3
2,3,2,3
4,6,4,5
6,7,3,4
6,16,6,6
8,16,2,7
16,16,3,3
4,8,4,5
16,27,4,5
25,27,2,2
2,2,2,2
5,18,2,3
6,18,3,3
13,18,3,3
18,18,1,4
4,21,1,2
16,21,3,3
19,21,3,5
14,14,2,2
2,7,2,2
5,5,4,4
7,7,2,2
2,3,2,2
10,14,6,6
14,14,1,1
3,14,3,7
6,14,6,7
13,14,6,6
1,22,1,1
4,22,3,4
5,22,4,4
2,9,2,9
15,28,2,8
16,28,3,8
17,28,4,8
18,28,5,8
20,28,7,8
2,2,1,1
8,9,2,3
3,12,1,1
8,12,1,5
12,12,5,5
2,7,2,4
3,4,3,3
1,13,1,1
11,35,1,5
22,35,3,5
24,35,5,5
27,35,3,4
28,35,4,4
29,35,1,7
8,8,8,8
3,7,1,1
10,23,2,5
21,23,3,5
22,23,4,5
15,15,1,1
6,12,2,2
3,34,3,3
5,34,2,2
1,7,1,7
7,13,7,9
9,13,9,9
10,13,1,1
13,13,3,3
1,6,1,1
3,6,2,5
1,2,1,2
2,5,2,4
5,6,1,1
6,6,1,1
4,8,4,8
20,22,6,6
5,5,1,1
4,29,4,5
8,29,1,7
22,29,2,4
29,29,2,2
3,13,3,3
5,6,4,4
3,7,1,2
1,8,1,1
4,6,4,4
5,6,1,2
2,3,2,3
4,10,4,8
6,7,1,2
3,15,3,3
7,15,4,4
18,19,3,4
7,20,4,4
14,20,7,8
17,20,2,4
6,25,4,6
8,25,6,6
12,25,4,4
16,25,4,4
20,25,1,1
5,11,2,6
1,2,1,2
14,14,3,3
3,6,3,6
4,6,4,6
5,6,5,6
5,6,1,2
6,6,1,1
5,7,1,3
16,17,2,3
1,10,1,1
5,10,1,1
8,10,3,3
3,5,3,4
5,5,1,1
1,5,1,1
2,10,1,5
5,29,1,1
18,29,2,7
1,8,1,6
8,8,2,2
10,17,2,6
16,17,2,3
1,4,1,1
2,9,2,2
3,16,3,3
11,26,1,3
16,26,2,2
17,26,1,2
1,11,1,2
12,14,3,4
2,3,2,3
4,4,2,2
5,7,3,3
6,7,1,1
11,15,8,12
13,15,10,12
15,15,2,2
2,16,1,2
3,16,2,2
19,79,1,6
22,79,4,6
67,79,3,3
74,79,2,5
75,79,3,5
23,38,5,9
26,38,8,9
38,38,2,3
33,34,2,2
9,27,2,3
26,27,5,5
1,1,1,1
1,17,1,1
16,17,2,2
5,11,1,2
3,6,3,4
1,12,1,2
11,12,1,2
3,15,3,4
7,15,3,4
12,15,4,5
1,9,1,5
1,7,1,2
5,7,1,1
2,6,2,4
5,6,1,1
7,9,1,3
9,9,3,3
2,9,2,6
15,24,4,4
7,30,7,7
12,30,5,5
17,30,1,3
30,30,4,5
30,30,5,5
7,30,7,7
12,30,5,5
17,30,1,3
30,30,4,5
30,30,5,5
13,18,2,2
4,52,4,7
11,52,4,8
15,52,8,8
16,52,1,7
23,52,1,7
8,8,5,5
6,11,2,2
11,11,2,2
3,16,3,3
15,16,2,3
1,4,1,4
4,4,4,4
8,9,1,2
3,8,2,4
7,8,2,3
3,8,2,4
7,8,2,3
3,8,2,4
7,8,2,3
5,8,2,2
5,8,2,2
5,8,2,2
8,8,8,8
4,10,4,6
4,10,4,4
3,8,1,2
6,8,2,3
8,8,1,1
3,29,2,7
14,29,2,4
29,29,1,1
6,6,4,4
2,36,2,7
28,36,6,8
1,1,1,1
23,33,3,9
9,57,4,4
11,57,2,2
15,57,4,5
16,57,5,5
25,57,4,5
31,57,5,8
33,57,7,8
45,57,5,5
47,57,2,6
50,57,5,6
57,57,2,2
14,15,4,5
5,5,1,1
11,31,3,6
17,31,1,1
27,31,2,6
28,31,3,6
7,17,2,2
15,17,2,3
16,17,3,3
8,8,1,1
3,3,2,2
11,26,4,11
18,26,11,11
19,26,1,7
3,5,3,4
5,5,1,1
6,17,4,4
11,17,1,3
16,17,3,4
2,21,1,2
4,21,1,2
8,21,1,4
9,21,2,4
10,21,3,4
11,21,4,4
12,21,1,3
14,21,3,3
17,21,3,3
19,21,2,4
10,10,2,2
4,5,1,2
22,23,2,3
23,23,3,3
1,64,1,1
11,64,2,2
24,64,5,7
34,64,1,3
47,64,2,2
53,64,3,3
63,64,1,1
11,11,1,1
1,4,1,4
2,4,2,4
3,4,3,4
16,26,16,26
11,17,11,17
13,17,13,17
6,7,6,7
5,14,4,4
7,14,2,5
11,14,1,4
5,14,1,1
12,14,3,4
13,14,4,4
14,14,2,2
3,7,2,3
4,7,3,3
2,2,2,2
1,2,1,2
1,16,1,3
5,16,2,7
10,16,7,7
1,5,1,1
2,4,2,2
5,10,4,7
1,11,1,1
9,11,1,1
1,11,1,4
6,11,1,6
2,2,1,1
20,37,5,10
25,37,10,10
29,37,4,8
33,37,8,8
1,1,1,1
11,75,4,6
16,75,3,5
25,75,6,8
41,75,6,6
2,6,2,6
4,6,4,6
1,9,1,4
3,9,3,4
4,9,4,4
10,31,5,6
11,31,6,6
1,5,1,1
5,5,2,2
1,5,1,3
6,12,3,3
10,12,4,7
6,12,3,3
10,12,4,7
3,16,3,3
10,16,1,2
2,2,2,2
2,2,2,2
9,9,1,1
2,8,2,8
4,10,1,3
5,10,2,3
10,10,4,4
23,42,1,6
27,42,5,6
1,1,1,1
5,5,4,4
1,14,1,1
3,4,3,4
2,14,2,7
13,17,13,17
16,17,16,17
4,4,4,4
1,4,1,3
1,8,1,4
3,11,1,3
5,11,3,3
9,11,1,3
11,11,3,3
2,80,2,12
5,80,5,12
20,80,8,9
33,80,4,7
47,80,11,16
48,80,12,16
50,80,14,16
59,80,1,1
70,80,2,9
6,6,6,6
6,6,6,6
6,6,6,6
6,6,6,6
1,20,1,2
3,20,1,4
2,6,2,2
5,6,5,6
9,9,1,1
9,9,1,1
4,5,1,1
10,18,5,5
18,18,2,2
10,18,5,5
18,18,2,2
18,19,5,6
1,15,1,3
1,5,1,4
5,5,1,1
2,7,1,3
4,24,2,2
6,24,2,3
8,24,1,5
1,8,1,1
1,13,1,5
11,13,6,7
5,8,3,3
5,13,2,4
2,12,2,3
7,12,4,5
11,11,3,3
50,53,5,7
10,53,1,1
49,53,1,1
53,53,1,1
2,22,2,6
10,22,2,2
13,22,3,4
5,5,2,2
3,6,2,3
1,11,1,7
8,11,1,1
10,11,2,2
2,5,2,3
3,7,3,3
5,7,2,4
1,25,1,2
3,3,3,3
3,4,3,3
1,7,1,7
3,5,2,2
4,5,1,2
2,19,2,3
7,19,4,4
16,19,5,7
1,8,1,8
8,8,8,8
3,9,2,2
4,9,1,4
8,9,1,1
3,5,3,3
1,9,1,1
3,9,2,3
4,9,3,3
3,17,3,17
10,17,10,17
15,17,15,17
3,7,3,6
4,12,2,3
2,7,2,3
6,7,3,4
7,8,5,6
1,4,1,1
2,4,1,2
4,11,1,1
6,11,1,5
11,11,1,1
7,9,5,5
3,3,1,1
3,7,1,2
4,7,2,2
5,7,1,1
6,15,1,1
8,15,2,2
3,6,3,5
5,6,5,5
9,20,6,10
13,20,10,10
17,20,4,4
20,20,3,3
9,20,6,10
13,20,10,10
17,20,4,4
20,20,3,3
13,22,1,4
22,29,5,6
2,15,2,6
8,10,2,3
3,7,3,4
5,8,5,5
1,24,1,2
11,24,5,5
13,24,2,11
21,35,4,7
25,35,1,7
34,35,3,5
35,35,1,1
13,20,3,10
6,13,1,7
13,13,1,1
44,48,4,8
1,10,1,4
5,8,1,3
8,8,1,1
10,15,2,3
1,2,1,2
11,11,1,1
4,4,4,4
13,14,2,3
6,47,1,2
46,47,1,2
9,11,4,6
5,7,5,7
5,7,5,7
2,30,2,2
3,30,1,1
7,30,2,2
12,30,3,3
15,30,2,2
29,30,14,17
1,4,1,1
2,4,1,3
2,17,1,2
5,17,1,3
2,4,2,3
1,39,1,3
4,39,1,2
35,39,1,2
39,39,1,1
39,39,2,4
8,21,5,6
10,10,6,6
3,36,3,4
11,36,3,3
23,36,4,5
4,4,1,1
12,13,2,2
12,13,2,2
12,13,2,2
12,13,2,2
8,11,2,5
9,11,3,5
5,8,1,3
7,8,3,3
8,8,2,3
4,11,3,4
5,11,4,4
11,11,3,3
8,8,3,3
3,23,2,5
10,23,4,6
11,23,5,6
15,23,3,10
16,23,4,10
3,36,3,3
10,36,3,3
26,36,1,3
32,36,1,1
4,24,2,3
5,24,3,3
8,24,3,3
10,24,2,2
20,24,4,4
24,24,2,2
5,8,1,3
4,24,2,3
5,24,3,3
8,24,3,3
10,24,2,2
20,24,4,4
24,24,2,2
5,8,1,3
1,4,1,4
4,4,4,4
8,8,2,2
6,25,6,8
8,25,8,8
21,25,5,8
2,3,2,3
3,3,1,1
2,2,2,2
1,6,1,1
4,6,1,1
7,7,1,1
3,12,3,3
8,12,1,3
3,7,3,4
4,9,1,3
7,9,1,2
8,9,2,2
4,19,2,3
5,19,3,3
11,19,1,1
15,19,2,3
2,9,2,2
5,9,2,3
14,17,4,4
1,17,1,1
7,11,4,4
9,11,2,2
1,21,1,5
3,21,3,5
17,21,1,2
3,11,2,2
4,11,1,7
6,13,2,4
2,8,2,8
5,5,1,1
3,5,2,2
8,8,1,1
2,38,1,1
14,38,3,6
30,38,1,9
35,38,6,9
2,18,1,3
9,18,1,1
10,18,1,9
18,18,9,9
4,7,4,4
4,8,2,3
5,8,3,3
7,8,1,1
8,8,1,1
3,7,1,1
6,7,3,3
7,7,1,1
5,14,2,4
3,4,3,4
6,8,4,6
5,14,5,14
1,13,1,4
3,13,3,4
9,13,1,1
1,6,1,2
2,6,2,3
11,26,3,6
26,26,2,2
4,9,4,6
8,9,2,3
2,5,2,5
3,5,3,5
4,5,4,5
5,6,2,3
5,6,2,3
7,13,1,4
4,68,1,5
34,68,5,5
50,68,6,6
63,68,3,8
67,68,7,8
4,68,1,5
34,68,5,5
50,68,6,6
63,68,3,8
67,68,7,8
3,8,3,6
7,8,1,2
2,2,1,2
2,2,2,2
4,21,2,2
15,21,4,7
2,9,2,2
9,9,1,1
3,8,3,3
7,8,1,2
4,8,4,5
6,8,1,1
9,12,2,4
10,10,5,5
2,8,2,5
5,8,5,5
6,8,1,4
4,18,2,6
3,4,3,3
4,4,1,1
6,6,6,6
5,11,3,3
5,10,2,5
9,11,3,3
9,12,2,2
1,27,1,1
12,27,1,2
19,27,6,10
22,27,9,10
24,27,1,2
25,27,2,2
14,35,1,1
16,35,2,4
1,4,1,4
6,8,1,3
7,8,2,3
1,4,1,4
1,4,1,4
7,7,3,3
2,7,2,3
1,4,1,4
2,4,2,4
6,11,4,5
7,11,5,5
11,11,4,5
3,9,3,3
4,5,4,5
7,10,4,5
7,42,1,4
9,42,3,4
21,42,3,14
25,42,7,14
27,42,9,14
33,42,1,10
37,42,5,10
38,42,6,10
3,7,1,1
2,2,2,2
11,12,4,5
4,5,4,5
5,5,3,3
19,19,2,2
1,10,1,2
8,10,6,6
10,10,1,2
1,4,1,4
4,4,4,4
3,4,1,1
4,4,1,1
1,5,1,4
4,5,4,4
5,5,1,1
1,5,1,4
4,5,4,4
5,5,1,1
3,5,3,3
5,5,2,2
3,5,3,3
5,5,2,2
3,5,3,3
5,5,2,2
2,20,2,3
10,20,1,3
11,20,2,3
13,20,1,2
16,20,2,6
1,9,1,1
6,11,1,4
3,15,1,3
9,15,4,6
10,15,5,6
11,14,2,4
5,10,5,8
6,10,6,8
11,14,4,8
14,36,1,3
16,36,3,3
20,36,4,4
35,36,2,3
9,18,3,3
10,18,1,1
18,18,1,2
5,6,5,6
7,7,7,7
11,12,4,5
4,5,4,4
5,5,5,5
8,19,6,6
11,19,2,2
15,19,1,3
3,9,3,5
5,10,1,3
11,22,5,5
5,10,1,3
11,22,5,5
6,16,6,8
15,16,1,2
1,28,1,6
3,28,3,6
5,28,5,6
20,28,5,6
24,28,3,7
26,28,5,7
27,28,6,7
6,6,3,3
6,6,3,3
4,4,4,4
2,6,2,6
5,9,5,6
8,13,2,2
2,11,2,2
11,11,6,6
5,14,1,1
11,15,11,15
4,4,4,4
13,20,4,6
12,14,1,2
14,14,1,1
10,39,1,2
18,39,4,4
27,39,9,9
28,39,1,1
31,39,3,3
34,39,1,3
37,39,1,3
8,25,1,4
4,11,2,3
1,4,1,4
3,9,2,2
9,9,3,4
3,13,3,4
2,18,2,4
3,5,1,2
4,5,2,2
7,12,2,4
1,11,1,8
3,6,3,6
1,5,1,1
5,5,4,4
6,6,6,6
8,14,2,6
14,14,2,2
11,12,1,2
1,8,1,5
9,9,1,2
1,13,1,2
1,33,1,4
6,33,2,4
14,33,6,9
18,33,1,6
20,33,3,6
24,33,1,5
2,36,2,11
6,36,6,11
8,36,8,11
9,36,9,11
10,36,10,11
11,36,11,11
17,36,2,7
29,36,7,8
3,6,1,1
6,6,3,4
2,26,2,4
3,26,3,4
