sentence_position,sentence_count,paragraph_position,paragraph_length
1,12,1,1
12,12,2,2
5,9,5,6
7,9,2,2
15,16,3,3
4,8,3,3
5,8,1,5
13,14,2,3
8,23,4,4
21,23,1,1
2,5,2,5
2,7,2,2
4,7,2,5
3,9,3,3
3,18,3,5
4,18,4,5
5,18,5,5
17,18,1,2
18,18,2,2
3,19,3,3
3,21,3,3
5,21,2,4
13,21,1,3
20,21,2,3
3,6,1,3
5,15,2,4
8,15,1,2
11,13,4,5
12,13,5,5
1,5,1,2
2,5,2,2
9,9,1,1
2,9,1,1
7,7,1,1
1,2,1,1
4,4,1,1
2,44,2,3
42,44,1,4
22,22,1,1
1,8,1,2
4,8,2,6
3,11,1,3
3,16,1,5
7,16,5,5
12,16,5,6
2,3,2,3
8,18,6,17
17,18,15,17
4,9,2,3
7,9,2,3
9,9,1,1
1,19,1,1
5,19,2,5
2,27,2,2
4,27,2,2
18,27,3,3
26,27,2,3
4,10,2,3
5,10,3,3
9,10,1,2
2,13,2,2
5,13,3,3
8,13,1,4
4,11,3,4
10,11,3,4
6,11,2,2
10,11,2,2
11,11,1,1
3,11,3,4
4,8,3,3
5,8,1,1
1,6,1,6
5,6,5,6
8,22,1,3
5,12,2,3
7,12,1,1
1,2,1,1
5,5,5,5
12,27,9,9
17,27,5,7
18,27,6,7
26,27,4,4
27,27,1,1
24,33,1,1
2,3,2,3
3,3,3,3
1,34,1,1
3,34,2,20
4,34,3,20
6,34,5,20
10,34,9,20
22,34,1,7
5,24,1,4
29,33,2,6
6,6,3,3
1,11,1,1
6,11,2,2
9,11,3,5
10,11,4,5
4,8,1,5
8,8,5,5
4,15,4,7
11,15,4,8
25,52,7,7
37,52,2,3
2,3,1,2
3,5,1,1
7,49,1,2
8,49,2,2
9,49,1,4
13,49,1,3
19,49,1,2
32,49,1,6
38,49,1,4
42,49,1,3
43,49,2,3
7,9,1,1
4,4,2,2
8,13,4,4
16,26,11,11
17,26,1,6
26,26,4,4
2,6,2,3
6,6,3,3
1,3,1,3
1,11,1,3
3,5,3,5
3,5,3,5
7,27,4,10
1,10,1,4
2,10,2,4
28,72,5,10
15,56,2,2
24,56,3,5
53,56,3,7
9,13,6,6
5,37,5,10
8,37,8,10
30,37,20,27
8,8,3,3
1,15,1,2
3,15,1,3
7,15,2,5
4,6,4,4
5,6,1,2
5,5,1,1
2,4,2,3
9,16,1,2
3,6,3,3
3,11,2,2
5,11,2,4
1,5,1,1
4,13,2,2
9,13,2,2
12,13,3,3
1,23,1,5
12,23,7,13
15,23,10,13
2,12,2,12
3,12,3,12
8,12,8,12
3,13,2,2
13,13,1,1
1,36,1,2
25,36,7,9
32,36,5,9
34,36,7,9
5,38,5,5
20,38,4,6
34,38,4,5
9,16,7,8
4,5,4,5
2,3,2,3
6,8,4,4
7,8,1,2
9,24,3,4
24,24,1,2
5,5,1,1
25,26,4,5
8,10,8,8
9,10,1,2
5,7,2,2
7,7,1,1
1,24,1,1
4,24,3,5
20,24,7,11
19,34,11,26
28,34,20,26
8,29,8,8
13,29,5,17
15,29,7,17
18,29,10,17
19,29,11,17
25,29,17,17
26,29,1,4
27,29,2,4
28,29,3,4
5,12,1,4
12,12,4,4
4,7,2,3
3,11,3,3
4,11,1,3
6,11,3,3
9,11,3,5
4,32,3,3
6,32,2,15
20,32,1,5
2,8,2,8
4,8,4,8
7,8,7,8
10,10,1,2
1,17,1,2
3,3,1,1
4,8,1,4
9,32,5,8
16,32,4,5
20,32,1,6
1,5,1,3
8,22,3,3
13,22,5,5
14,22,1,1
16,22,2,3
4,9,4,4
5,6,1,2
6,6,2,2
4,16,4,4
14,16,1,1
4,14,4,5
5,14,5,5
13,14,4,5
14,14,5,5
1,2,1,2
5,7,3,3
1,7,1,3
5,7,2,4
7,7,1,1
3,8,2,2
6,18,5,5
10,18,2,7
11,18,3,7
14,18,6,7
15,18,7,7
18,18,4,4
12,22,1,3
14,22,3,3
15,22,1,3
17,22,3,3
3,8,3,8
14,23,2,2
22,23,4,5
18,24,2,7
1,9,1,1
2,19,1,4
6,19,1,4
10,19,1,3
14,19,1,6
9,26,2,3
22,26,3,3
9,13,6,6
13,13,1,1
3,13,2,3
1,13,1,1
4,13,3,3
13,13,1,1
13,45,2,2
39,45,3,3
44,45,1,3
4,12,2,4
10,12,4,4
1,17,1,1
10,17,1,3
13,17,1,2
17,17,1,1
1,14,1,6
14,14,1,1
6,6,1,1
2,4,1,2
14,24,4,9
21,24,2,5
4,9,1,1
7,15,7,11
1,14,1,2
9,14,5,9
4,9,1,1
6,9,2,3
3,19,3,3
7,19,4,5
1,13,1,3
1,17,1,1
10,17,2,6
12,17,4,6
4,7,4,5
3,9,1,1
8,9,5,5
4,11,1,3
9,14,5,5
4,9,2,3
1,3,1,1
4,9,1,1
4,7,2,2
6,7,2,3
3,9,2,4
8,23,2,8
10,23,4,8
23,23,9,9
10,10,1,1
1,8,1,1
1,17,1,1
10,17,1,5
1,8,1,7
78,125,1,2
3,6,3,6
5,6,5,6
3,4,3,4
1,12,1,3
2,12,2,3
9,12,1,2
9,11,2,3
4,10,1,4
4,14,4,4
9,14,5,5
10,14,1,4
5,7,1,2
5,5,5,5
16,25,5,5
19,25,3,5
5,23,3,9
3,13,1,4
7,13,1,4
1,16,1,3
2,5,2,5
1,7,1,2
3,7,1,1
10,10,3,3
20,20,1,1
7,21,1,7
9,21,3,7
18,21,1,1
2,28,1,6
5,28,4,6
28,28,2,2
1,4,1,2
9,10,2,3
3,7,3,3
7,20,6,7
2,15,1,5
10,15,1,4
12,15,3,4
14,15,1,2
4,4,3,3
4,12,4,12
8,12,8,12
9,12,9,12
10,12,10,12
4,12,4,12
8,12,8,12
9,12,9,12
10,12,10,12
4,12,4,12
8,12,8,12
9,12,9,12
10,12,10,12
2,21,2,2
10,30,7,12
11,30,8,12
15,30,12,12
20,30,3,14
27,30,10,14
6,6,4,4
1,8,1,3
5,8,2,2
7,8,2,2
3,3,1,1
3,5,3,3
4,23,2,3
22,23,1,1
6,11,3,3
2,41,2,2
16,41,2,3
17,41,3,3
34,41,1,4
39,41,2,4
10,13,2,3
11,13,3,3
10,14,1,4
4,14,4,4
10,20,5,8
20,20,7,7
5,8,2,2
2,5,1,1
3,11,2,6
10,11,2,2
7,8,2,2
5,6,1,1
6,8,6,8
2,4,2,2
7,9,4,4
4,9,1,1
8,9,4,5
4,9,3,3
4,6,1,1
2,4,2,2
3,4,1,2
4,5,1,2
4,7,2,3
7,7,2,2
2,4,1,2
2,5,2,2
4,5,1,2
3,5,3,3
5,5,1,1
1,10,1,2
5,16,1,4
13,16,3,4
16,16,2,2
1,10,1,5
2,3,2,3
6,15,3,3
15,15,9,9
6,18,6,15
7,18,7,15
18,18,3,3
1,11,1,2
2,25,2,4
1,3,1,3
3,3,3,3
16,16,1,1
2,5,2,2
9,10,4,4
10,10,1,1
5,8,2,5
1,5,1,1
5,5,1,1
6,17,3,3
14,17,8,8
3,10,2,2
2,34,2,3
14,34,1,7
15,34,2,7
33,34,2,3
12,15,4,7
19,23,10,14
4,7,1,4
17,23,3,6
5,23,2,2
7,23,2,2
12,17,3,4
13,26,1,2
21,26,2,2
24,26,3,4
6,6,3,3
1,6,1,2
3,5,3,5
1,23,1,5
15,23,1,4
19,23,1,4
20,23,2,4
2,10,2,10
4,10,4,10
9,10,9,10
5,17,2,5
7,17,4,5
13,17,5,5
5,14,3,6
7,7,2,2
1,3,1,3
1,4,1,1
1,10,1,2
2,10,2,2
3,10,1,1
6,10,3,7
9,10,6,7
12,38,2,2
35,38,1,3
7,35,1,2
30,35,4,8
35,35,2,2
11,23,2,7
13,23,4,7
4,8,4,8
6,8,6,8
7,8,7,8
3,9,3,9
9,9,9,9
8,21,2,2
13,21,5,6
15,21,1,3
20,21,3,4
6,23,2,3
7,23,3,3
13,23,1,1
22,23,1,2
4,18,1,1
6,18,2,2
18,18,4,4
3,9,2,2
7,9,2,4
2,3,2,2
1,1,1,1
3,16,3,7
4,16,4,7
11,37,3,3
12,37,1,5
29,37,1,3
34,37,3,5
2,5,1,2
1,10,1,10
10,10,10,10
1,11,1,1
2,11,1,2
5,10,2,4
6,10,3,4
2,23,2,9
6,23,6,9
9,23,9,9
10,29,1,2
18,29,7,9
5,12,4,4
8,12,3,7
9,12,4,7
11,11,1,1
1,5,1,2
2,5,2,2
6,6,2,2
3,7,3,6
7,7,1,1
6,6,2,2
5,6,2,3
6,6,3,3
5,22,1,3
10,22,3,3
11,22,1,2
14,22,2,3
7,40,6,7
15,40,7,10
18,40,10,10
28,40,2,8
1,28,1,1
22,28,2,3
15,26,3,4
26,26,7,7
1,5,1,5
3,5,3,5
2,6,2,2
26,27,2,2
4,4,3,3
12,12,2,2
8,21,3,4
14,21,2,5
3,12,3,3
12,12,4,4
4,8,4,8
4,19,2,2
12,19,1,2
14,19,1,1
15,19,1,2
14,17,3,6
5,5,1,1
1,14,1,5
6,14,1,7
7,14,2,7
12,14,7,7
2,7,1,4
3,7,2,4
10,38,1,5
14,38,5,5
6,7,5,6
11,15,2,6
3,8,1,6
9,21,2,4
13,14,3,4
14,14,4,4
1,5,1,5
4,5,4,5
5,5,5,5
1,1,1,1
1,14,1,1
3,14,2,4
5,14,4,4
8,14,3,4
14,14,2,2
2,5,1,1
19,26,3,4
1,27,1,1
3,27,2,6
15,27,1,1
27,27,2,2
7,16,5,7
5,11,2,3
9,11,3,4
2,19,2,3
9,19,1,6
12,19,4,6
16,19,2,2
8,8,2,2
4,4,4,4
3,14,3,3
10,14,1,2
12,14,1,3
16,19,1,1
3,42,3,4
7,42,2,13
16,42,11,13
13,20,13,20
4,19,3,5
6,19,5,5
15,19,2,3
5,7,3,3
14,17,2,5
9,27,2,4
11,27,4,4
27,27,1,1
2,16,2,2
5,14,3,3
6,8,2,5
7,8,3,5
32,34,6,8
4,15,1,5
5,15,2,5
15,15,1,1
1,16,1,3
6,16,3,5
7,16,4,5
11,16,3,3
4,17,2,4
6,17,4,4
11,17,5,6
13,17,1,1
14,17,1,3
16,17,3,3
2,16,1,4
10,16,1,1
1,9,1,4
6,9,2,5
3,10,3,7
7,7,2,2
3,4,2,2
7,22,1,5
4,9,3,5
3,15,1,2
16,35,6,6
25,35,3,3
6,8,4,6
7,8,5,6
7,12,3,3
5,7,5,5
1,55,1,2
4,55,2,2
5,55,1,5
7,55,3,5
19,55,3,8
21,55,5,8
30,55,6,9
34,55,1,6
52,55,2,6
55,55,1,1
1,10,1,1
2,10,1,1
1,5,1,2
16,20,2,2
7,8,1,1
6,7,4,5
5,8,5,8
5,8,2,5
6,8,3,5
2,6,2,3
6,6,3,3
1,7,1,1
7,7,1,1
7,40,6,8
9,40,8,8
16,40,2,2
20,40,2,4
35,40,3,7
40,40,1,1
15,47,3,7
28,47,3,5
42,47,1,2
8,13,4,4
10,13,2,2
13,13,3,3
3,9,2,2
22,27,11,11
23,27,1,5
16,21,2,4
14,24,1,4
15,24,2,4
18,24,1,4
1,10,1,1
8,8,3,3
4,9,2,3
8,22,5,5
14,22,1,4
7,10,1,2
1,8,1,1
1,9,1,1
7,9,3,3
5,6,1,2
2,7,2,4
4,7,4,4
5,8,5,6
6,8,6,6
8,11,4,7
12,13,1,2
4,8,1,2
8,8,3,4
2,6,2,3
5,6,2,3
3,6,1,2
6,6,2,2
6,14,2,2
1,15,1,5
3,15,3,5
19,24,4,5
3,4,1,2
7,10,1,1
15,19,1,2
19,25,7,7
20,25,1,3
22,25,3,3
24,25,2,3
2,19,2,4
19,19,3,3
3,9,2,8
8,9,7,8
12,13,4,4
1,7,1,6
9,9,1,2
2,3,1,2
2,8,1,1
2,4,2,4
4,4,4,4
4,9,4,4
5,9,1,5
2,4,2,2
6,12,2,5
9,12,5,5
12,12,4,4
3,8,3,3
1,7,1,4
4,15,1,1
5,15,1,5
8,15,4,5
12,15,2,2
10,31,6,6
13,31,3,13
30,31,1,1
1,8,1,1
6,8,1,3
7,7,1,2
2,9,2,2
8,9,1,2
5,9,2,2
3,9,3,6
5,9,5,6
2,3,2,2
4,6,4,6
5,6,5,6
4,34,4,12
5,34,5,12
7,34,7,12
16,34,4,7
19,34,7,7
25,34,6,6
29,34,4,7
30,34,5,7
31,34,6,7
4,20,4,4
6,20,2,9
10,20,6,9
18,20,5,7
2,8,2,7
8,8,1,1
20,53,1,3
21,53,2,3
22,53,3,3
40,53,1,1
45,53,4,5
5,21,4,6
13,21,2,3
14,21,3,3
21,21,2,3
4,4,3,3
13,16,9,9
9,12,4,7
12,12,7,7
7,84,3,12
12,84,8,12
16,84,12,12
17,84,1,2
24,84,6,9
28,84,1,2
61,84,16,20
84,84,1,2
84,84,2,2
2,16,2,3
2,30,2,6
6,30,6,6
24,30,6,7
1,15,1,1
6,15,2,2
8,15,1,1
14,15,2,4
3,19,3,6
9,19,3,5
7,13,3,4
3,7,2,2
5,7,2,2
7,21,7,8
9,21,1,4
10,21,2,4
12,21,4,4
11,21,3,5
5,16,4,4
16,16,2,2
2,21,1,19
10,10,4,4
3,7,3,3
3,28,3,4
5,28,1,1
19,28,2,2
23,28,3,7
28,28,1,2
28,28,2,2
3,36,1,1
8,36,4,4
29,36,3,4
15,72,3,4
17,72,1,3
28,72,3,6
36,72,5,6
48,72,1,3
50,72,3,3
52,72,2,3
6,8,2,2
7,8,1,2
4,5,1,2
2,10,2,5
4,10,4,4
6,10,2,3
7,10,3,3
8,10,1,3
9,10,2,3
19,26,19,26
4,9,1,3
8,9,2,3
4,7,3,4
5,7,4,4
3,7,3,4
3,8,3,3
8,8,2,2
5,5,1,1
4,5,4,4
3,3,3,3
15,24,8,8
23,24,5,5
2,25,1,5
9,25,3,10
12,25,6,10
15,25,9,10
6,8,3,3
4,12,4,4
16,32,1,3
22,32,4,5
3,7,3,7
4,10,1,2
9,10,2,3
2,11,2,5
6,11,1,4
8,11,3,4
1,6,1,6
12,40,6,9
1,11,1,3
2,11,2,3
3,11,3,3
11,11,5,5
2,7,2,2
4,7,2,3
4,9,4,4
9,9,5,5
1,25,1,1
20,25,2,6
2,19,2,6
1,13,1,5
1,4,1,3
3,4,3,3
25,63,1,1
32,63,1,3
6,17,1,1
7,17,1,2
8,17,2,2
14,17,6,7
15,17,7,7
16,17,1,3
17,17,2,3
17,17,3,3
14,14,1,1
4,15,4,4
8,15,4,5
10,15,1,6
11,15,2,6
8,24,4,8
9,24,5,8
15,24,3,4
2,2,2,2
2,4,2,4
6,22,2,14
13,22,9,14
15,22,11,14
3,20,3,3
14,20,5,6
20,20,4,4
3,7,3,3
1,18,1,1
2,18,1,3
8,18,4,6
14,18,3,5
16,18,5,5
1,12,1,7
2,12,2,7
5,12,5,7
12,12,3,3
20,20,1,1
2,8,1,3
3,8,2,3
5,7,1,1
6,18,3,5
13,18,2,7
5,7,1,3
2,3,2,3
3,3,3,3
15,20,1,2
20,20,1,1
10,16,1,1
16,16,6,6
3,8,3,3
5,8,2,5
6,8,3,5
5,8,2,5
7,15,1,1
11,15,4,5
14,15,2,2
5,7,3,3
7,7,2,2
2,8,1,2
6,6,2,2
1,1,1,1
3,3,3,3
1,9,1,9
2,9,2,9
4,9,4,9
7,9,7,9
2,10,2,4
8,10,4,6
1,6,1,1
6,6,1,1
4,9,4,4
8,9,3,4
26,34,1,3
10,23,4,4
1,4,1,4
5,25,5,5
6,25,1,7
7,25,2,7
11,25,6,7
14,25,2,7
24,25,2,3
4,12,4,6
14,30,2,3
21,30,6,6
29,30,3,4
7,7,1,1
5,24,4,4
8,24,3,3
9,24,1,2
16,17,3,3
6,17,1,4
8,17,3,4
11,17,2,4
12,17,3,4
12,91,1,3
14,91,3,3
20,91,6,16
22,91,8,16
28,91,14,16
34,91,4,12
42,91,12,12
77,91,7,9
81,91,2,13
91,91,13,13
9,17,2,8
14,17,7,8
17,17,2,4
6,17,2,7
9,17,5,7
3,3,3,3
1,6,1,5
12,18,2,3
8,22,1,3
15,22,2,6
6,38,2,6
7,38,3,6
15,38,4,4
18,38,3,4
33,38,2,6
38,38,1,2
6,13,2,2
12,13,1,1
13,13,1,1
2,5,1,3
5,5,1,1
4,16,3,3
2,56,1,2
9,56,2,3
17,56,5,7
29,56,1,3
31,56,3,3
36,56,2,2
1,20,1,2
4,20,2,6
4,9,3,3
4,8,2,3
4,5,1,1
5,27,4,5
8,27,2,5
27,27,5,5
11,22,4,5
13,22,1,2
14,22,2,2
16,22,2,5
18,22,4,5
5,15,5,6
10,15,4,4
6,19,2,3
12,19,5,8
10,10,1,1
3,24,1,2
8,24,1,2
20,24,1,1
24,24,1,1
1,7,1,1
4,7,3,3
1,1,1,1
6,9,1,4
3,4,2,2
15,19,7,7
7,16,1,6
4,4,4,4
2,14,2,3
7,14,2,2
9,14,2,7
13,14,6,7
6,34,1,1
25,34,1,1
32,34,1,1
9,10,1,2
3,24,2,2
11,24,1,8
16,24,6,8
20,24,2,3
21,24,3,3
2,7,2,7
4,7,4,7
6,7,6,7
3,22,3,6
7,22,1,2
10,22,1,2
16,22,2,5
5,9,2,6
7,9,4,6
8,9,5,6
9,9,3,3
3,26,1,6
4,26,2,6
7,26,5,6
10,26,2,6
11,26,3,6
16,26,2,6
19,26,5,6
20,26,6,6
26,26,7,7
6,11,5,7
3,7,3,3
4,7,1,2
8,34,3,6
14,34,1,3
20,20,1,1
9,14,4,4
13,14,4,4
1,19,1,1
13,19,9,11
19,19,7,7
3,10,3,3
4,10,1,4
5,10,2,4
1,10,1,1
5,10,4,4
7,10,2,2
10,10,3,3
8,8,2,2
2,7,2,5
2,9,1,1
8,9,3,3
1,16,1,3
15,16,1,2
16,16,2,2
10,12,1,1
7,9,2,2
8,29,1,1
11,29,2,7
16,29,7,7
24,29,8,8
6,6,1,1
4,28,3,3
1,28,1,2
5,28,3,6
11,28,3,7
14,28,6,7
28,28,3,3
9,11,1,3
1,3,1,1
3,3,2,2
2,12,2,2
8,12,4,7
1,22,1,4
14,22,10,10
19,22,1,4
20,22,2,4
21,22,3,4
22,22,4,4
7,28,6,28
10,28,9,28
28,28,28,28
11,44,4,6
12,44,5,6
16,44,3,10
23,44,10,10
35,44,3,12
37,44,5,12
2,13,2,2
12,13,6,6
6,9,1,4
2,2,2,2
3,7,2,2
7,7,2,2
4,8,3,3
6,8,2,3
3,3,3,3
14,21,3,5
15,21,4,5
3,22,2,2
14,22,3,3
16,22,2,3
5,32,5,5
19,32,14,23
32,32,5,5
6,13,4,6
8,13,6,6
12,13,1,2
13,13,2,2
1,32,1,1
10,32,9,12
15,32,2,6
1,6,1,2
15,30,6,8
17,30,8,8
26,30,5,5
9,16,5,6
10,16,6,6
13,16,3,6
14,16,4,6
6,37,3,3
10,37,4,5
12,37,1,3
17,37,3,6
25,37,5,9
37,37,9,9
1,9,1,3
2,9,2,3
1,7,1,1
6,7,1,1
1,20,1,1
4,20,3,3
5,14,5,8
8,14,8,8
14,14,2,2
6,9,3,4
21,27,5,5
11,16,1,1
3,6,3,3
1,6,1,4
3,5,1,1
4,5,1,2
2,12,1,3
4,12,3,3
7,12,3,4
12,12,1,1
4,6,1,3
3,4,3,3
10,10,2,2
8,9,2,3
9,9,3,3
8,14,3,3
1,4,1,4
12,15,3,4
9,12,3,3
12,12,1,1
8,43,1,7
19,43,2,5
21,43,4,5
4,15,4,5
6,26,4,6
13,26,5,10
16,26,8,10
14,29,1,3
16,29,3,3
20,29,4,13
1,13,1,3
8,13,5,7
8,14,1,5
1,8,1,1
4,8,3,7
2,4,2,4
3,18,1,1
5,18,2,2
14,18,4,5
15,18,5,5
4,7,3,6
1,12,1,6
2,12,2,6
5,12,5,6
8,12,2,4
9,12,3,4
11,12,1,1
2,24,2,2
7,24,1,4
14,24,4,6
11,23,6,6
13,23,2,2
23,23,3,3
7,19,1,1
10,19,3,4
16,19,5,5
6,6,1,1
17,21,5,5
4,6,3,3
2,2,2,2
13,16,1,1
1,4,1,4
1,1,1,1
1,2,1,2
1,24,1,2
5,24,3,3
22,24,2,4
7,11,4,4
7,9,5,5
13,14,3,3
5,7,5,7
1,10,1,3
15,15,1,1
3,4,2,3
3,4,3,4
1,4,1,4
3,4,3,4
4,4,4,4
9,10,4,5
9,11,2,3
4,14,4,7
2,4,2,4
5,13,4,5
10,13,4,5
13,13,3,3
6,9,2,3
10,13,1,4
12,21,3,4
20,21,1,2
21,21,2,2
2,8,2,3
1,25,1,1
2,25,1,2
18,25,3,4
4,11,1,1
5,11,1,3
6,7,1,2
4,5,4,5
3,5,3,4
1,29,1,1
3,29,2,3
4,29,3,3
13,29,9,10
15,29,1,4
14,19,1,6
4,4,1,1
6,22,5,5
8,22,2,8
6,9,1,1
1,14,1,6
8,14,2,3
9,14,3,3
1,6,1,1
9,13,1,4
5,23,1,7
11,23,7,7
18,23,7,12
1,36,1,1
17,36,7,8
18,36,8,8
33,36,10,13
2,6,2,6
2,16,2,2
12,16,5,5
15,16,3,4
16,16,4,4
7,13,5,6
2,7,2,3
4,7,1,4
7,12,1,6
1,8,1,3
6,8,3,5
4,26,2,23
6,26,4,23
3,20,1,2
13,20,3,4
12,18,5,5
13,18,1,1
18,18,3,4
19,19,1,1
4,11,4,4
6,11,2,2
11,11,1,1
2,7,2,5
5,7,5,5
14,20,2,5
16,20,4,5
4,13,2,6
5,13,3,6
1,12,1,2
9,12,2,2
1,8,1,1
8,8,1,1
1,57,1,3
7,57,2,3
8,57,3,3
13,57,2,3
14,57,3,3
19,57,2,6
48,57,7,7
50,57,2,3
53,57,2,3
54,57,3,3
57,57,1,1
17,23,3,5
8,9,5,5
13,13,3,3
1,19,1,2
11,19,2,4
15,19,2,3
15,24,4,8
24,24,1,1
4,5,4,5
9,26,2,9
2,7,1,1
7,7,1,1
8,23,8,16
11,23,11,16
22,23,6,7
5,14,2,6
7,14,4,6
8,14,5,6
16,29,3,3
28,29,1,1
29,29,2,2
1,28,1,2
3,28,1,1
14,28,3,3
3,5,1,2
4,14,3,3
13,16,4,4
15,16,2,3
1,9,1,3
7,9,1,3
3,18,3,6
20,24,2,3
3,9,3,9
5,9,5,9
6,9,2,4
8,9,4,4
6,17,4,5
14,17,4,4
8,22,1,1
7,33,6,8
13,33,1,2
21,33,5,6
2,6,2,2
22,43,5,7
25,43,1,4
1,2,1,2
6,6,2,2
14,28,2,5
15,28,3,5
8,10,3,3
10,10,2,2
5,41,3,3
13,41,2,5
17,41,1,4
22,41,2,4
25,41,1,3
37,41,2,5
5,17,2,2
7,17,2,6
12,17,1,2
17,17,4,4
13,19,3,5
11,17,4,10
4,6,1,2
1,8,1,1
4,10,1,7
4,4,4,4
6,7,1,1
2,18,2,2
9,18,1,4
5,9,3,6
7,20,6,6
2,6,1,1
1,28,1,2
16,28,2,3
5,63,5,6
7,63,1,17
11,63,5,17
14,63,8,17
43,63,9,17
45,63,11,17
20,20,3,3
6,9,1,2
7,7,1,1
2,16,2,2
3,16,1,3
5,16,3,3
15,26,3,12
17,26,5,12
20,26,8,12
25,26,1,3
26,26,2,3
1,9,1,4
2,20,2,3
11,20,3,4
15,20,3,3
17,20,6,8
6,26,5,5
2,22,1,1
13,22,1,2
14,22,2,2
19,22,3,3
4,27,4,5
1,4,1,1
5,13,5,7
8,13,1,4
12,13,1,2
5,12,1,1
6,14,2,2
13,14,1,2
1,23,1,1
24,24,1,1
6,10,1,1
8,59,4,13
29,59,12,12
51,59,2,9
58,59,9,9
4,5,3,3
2,6,2,4
3,6,3,4
6,6,1,1
5,11,2,8
9,11,6,8
6,11,2,2
8,11,2,2
6,13,1,1
7,13,1,2
5,7,5,7
3,23,3,3
9,23,2,2
1,18,1,4
6,18,2,5
7,18,3,5
11,18,2,5
14,18,5,5
3,5,3,5
5,5,5,5
10,13,1,1
5,28,4,7
15,28,1,2
17,28,1,7
25,28,2,3
6,6,1,1
7,11,2,4
3,8,1,2
7,8,3,4
7,16,3,3
10,16,1,2
8,27,1,2
24,27,1,4
7,37,5,5
10,37,2,2
27,37,2,2
28,37,1,1
29,37,1,1
6,7,3,3
8,8,1,1
3,13,2,4
4,23,4,4
14,23,1,10
17,23,4,10
3,16,2,4
9,16,1,2
12,16,2,2
15,16,3,4
2,15,2,2
7,15,2,3
11,15,3,3
15,15,3,3
7,12,2,5
1,5,1,1
5,5,1,1
7,31,3,7
9,31,5,7
21,31,4,4
24,31,3,5
20,20,9,9
2,19,2,2
4,19,2,4
3,3,3,3
7,39,7,8
30,39,1,5
31,39,2,5
34,39,5,5
37,39,3,5
1,27,1,4
4,27,4,4
11,27,1,4
13,27,3,4
9,33,4,4
22,33,2,8
4,17,1,4
1,4,1,2
2,7,2,3
3,18,2,2
21,25,1,1
18,18,9,9
5,7,1,2
2,20,2,2
6,20,4,7
10,20,1,2
8,13,1,1
13,13,1,1
8,8,1,1
3,24,1,2
4,24,2,2
9,24,2,5
12,24,5,5
20,24,5,7
22,24,7,7
9,12,1,1
2,3,1,3
1,26,1,9
4,26,4,9
5,26,5,9
8,26,8,9
9,26,9,9
12,26,3,12
20,26,11,12
24,26,3,5
26,26,5,5
3,41,3,3
8,41,5,14
26,41,4,5
31,41,4,5
34,41,1,3
1,2,1,2
2,2,2,2
6,23,2,6
10,23,6,6
15,30,2,4
16,30,3,4
22,30,2,3
3,12,3,4
7,12,3,4
12,22,2,2
19,22,2,2
4,18,4,6
16,18,1,3
1,4,1,3
3,7,2,2
1,6,1,1
5,6,1,2
10,17,10,10
11,17,1,4
12,17,2,4
15,17,1,3
2,16,2,9
5,16,5,9
9,16,9,9
12,16,3,5
14,16,5,5
13,31,7,8
21,31,4,5
2,19,1,1
19,19,1,2
3,15,3,3
5,15,2,3
10,14,3,7
5,14,1,9
11,12,2,2
7,10,5,8
1,5,1,2
2,2,2,2
3,10,3,3
8,10,1,1
10,10,2,3
3,3,1,1
2,4,1,3
3,14,3,3
1,8,1,4
2,8,2,4
5,8,1,4
1,3,1,3
3,3,3,3
12,41,8,9
13,41,9,9
17,41,4,4
26,41,1,5
10,28,3,3
18,28,3,3
3,7,3,7
6,7,6,7
1,2,1,2
2,2,2,2
2,12,1,6
6,12,5,6
11,12,2,3
17,21,4,4
3,3,3,3
3,9,2,5
8,9,2,2
7,7,2,2
6,6,4,4
11,19,2,2
17,19,1,1
18,19,1,2
13,18,11,15
12,25,5,5
18,25,6,6
4,5,3,3
6,19,1,2
17,19,3,6
3,23,3,3
7,23,4,5
10,23,2,2
11,23,1,2
10,18,5,6
18,18,5,5
18,18,1,1
15,25,5,5
14,37,4,9
36,37,6,7
1,48,1,2
2,48,2,2
5,48,2,3
11,48,5,6
12,48,6,6
15,48,3,8
22,48,1,5
34,48,2,6
36,48,4,6
40,48,2,3
48,48,1,1
12,23,4,4
14,23,2,3
22,23,6,7
4,19,4,7
10,19,3,7
12,19,5,7
16,19,2,5
17,19,3,5
2,14,2,4
3,14,3,4
11,14,7,10
13,14,9,10
4,21,1,4
6,21,3,4
7,21,4,4
8,21,1,1
15,21,3,9
20,21,8,9
8,16,3,7
13,16,1,4
9,10,4,6
1,12,1,7
7,12,7,7
6,19,5,7
12,19,1,2
16,19,1,1
19,19,1,1
12,12,6,6
2,10,2,6
7,10,1,1
1,13,1,5
4,13,4,5
5,13,5,5
12,13,4,5
6,7,5,6
2,12,2,7
4,12,4,7
5,12,5,7
6,12,6,7
9,13,1,1
13,13,2,2
6,7,1,1
4,7,1,2
4,4,4,4
1,11,1,2
2,11,2,2
5,11,3,3
7,11,1,1
9,11,1,2
7,11,2,2
7,15,5,5
13,15,4,5
14,15,5,5
15,15,1,1
5,25,2,8
17,25,6,6
20,25,3,6
1,2,1,1
1,14,1,10
21,26,3,6
22,26,4,6
10,20,2,4
13,20,1,7
15,20,3,7
1,26,1,3
13,26,7,7
23,26,9,11
26,26,2,4
13,43,1,11
26,43,3,6
6,31,6,6
